,ID,Year_Birth,Education,Marital_Status,Income,Income_category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,median_income,Age,Join_year,Childhome,Total_Mnt,Total_num_purchase,Total_accept,Order_value
1099,6001,1979-01-01,Graduate,Married,56775.0,3. Upper-Middle,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,60313.0,36,2013,1,937,30,0,31.233333333333334
1100,5538,1975-01-01,Graduate,Single,83829.0,4. Upper,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,56243.0,40,2013,0,1862,18,4,103.44444444444444
1101,10552,1979-01-01,Undergraduate,Married,54210.0,3. Upper-Middle,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,42648.0,36,2013,1,367,19,0,19.31578947368421
1102,1545,1986-01-01,Graduate,Married,38508.0,2. Lower-Middle,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,38508.0,29,2013,1,443,28,0,15.821428571428571
1103,7409,1970-01-01,Graduate,Married,53187.0,3. Upper-Middle,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,53187.0,45,2013,1,267,18,0,14.833333333333334
1104,4444,1972-01-01,Graduate,Married,30023.0,1. Lower,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,44503.0,43,2014,1,61,14,0,4.357142857142857
1105,146,1960-01-01,Postgraduate,Single,76045.0,4. Upper,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,50611.0,55,2013,0,1323,23,1,57.52173913043478
1106,6271,1952-01-01,Postgraduate,Married,50870.0,2. Lower-Middle,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,61505.0,63,2014,1,63,11,0,5.7272727272727275
1107,10065,1970-01-01,Undergraduate,Married,15315.0,1. Lower,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,25959.0,45,2013,0,64,13,0,4.923076923076923
1108,4741,1974-01-01,Undergraduate,Married,65463.0,3. Upper-Middle,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,45894.0,41,2014,1,562,24,1,23.416666666666668
1109,246,1965-01-01,Graduate,Married,66480.0,3. Upper-Middle,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,59594.0,50,2014,2,312,23,0,13.565217391304348
1110,375,1954-01-01,Graduate,Single,76773.0,4. Upper,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,60965.5,61,2013,0,1156,17,0,68.0
1111,1524,1983-01-01,Undergraduate,Single,81698.0,4. Upper,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,56922.0,32,2013,0,1104,21,2,52.57142857142857
1112,10022,1973-01-01,Postgraduate,Single,54466.0,3. Upper-Middle,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,47643.0,42,2014,2,16,9,0,1.7777777777777777
1113,7451,1960-01-01,Postgraduate,Single,98777.0,4. Upper,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,50775.0,55,2014,0,2008,20,1,100.4
1114,11010,1984-01-01,Postgraduate,Single,16269.0,1. Lower,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,41197.0,31,2013,1,44,17,0,2.588235294117647
1115,4356,1971-01-01,Graduate,Married,71819.0,4. Upper,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,42075.5,44,2013,1,1574,20,2,78.7
1116,3885,1983-01-01,Postgraduate,Married,33569.0,1. Lower,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,60136.5,32,2013,1,63,13,2,4.846153846153846
1117,1175,1983-01-01,Postgraduate,Married,36262.0,2. Lower-Middle,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,33832.0,32,2013,0,426,18,2,23.666666666666668
1118,880,1966-01-01,Undergraduate,Married,22634.0,1. Lower,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,22634.0,49,2013,0,96,14,0,6.857142857142857
1119,2320,1978-01-01,Undergraduate,Married,47025.0,2. Lower-Middle,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,36975.0,37,2013,1,635,32,0,19.84375
1120,850,1968-01-01,Graduate,Single,70566.0,4. Upper,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,53910.5,47,2013,1,757,25,0,30.28
1121,4713,1979-01-01,Postgraduate,Married,31605.0,1. Lower,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,29763.5,36,2012,1,125,16,0,7.8125
1122,675,1973-01-01,Postgraduate,Single,52034.0,3. Upper-Middle,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,44051.0,42,2013,2,332,23,0,14.434782608695652
1123,5025,1979-01-01,Graduate,Single,48526.0,2. Lower-Middle,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,60313.0,36,2013,1,135,11,0,12.272727272727273
1124,2308,1954-01-01,Graduate,Married,46734.0,2. Lower-Middle,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,60965.5,61,2012,1,330,21,0,15.714285714285714
1125,5995,1962-01-01,Graduate,Single,39552.0,2. Lower-Middle,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,64601.5,53,2012,2,384,28,1,13.714285714285714
1126,6749,1966-01-01,Graduate,Single,86358.0,4. Upper,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,54942.0,49,2012,2,1722,26,0,66.23076923076923
1127,1010,1977-01-01,Graduate,Married,46931.0,2. Lower-Middle,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,42014.0,38,2014,3,78,10,0,7.8
1128,8977,1985-01-01,Undergraduate,Single,16581.0,1. Lower,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,16581.0,30,2013,0,24,8,0,3.0
1129,4756,1952-01-01,Undergraduate,Single,63998.0,3. Upper-Middle,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,60622.5,63,2013,0,1168,29,1,40.275862068965516
1130,3412,1951-01-01,Postgraduate,Married,67381.0,3. Upper-Middle,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,53459.5,64,2013,1,957,24,1,39.875
1131,606,1967-01-01,Graduate,Single,25930.0,1. Lower,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,55657.0,48,2013,2,15,11,0,1.3636363636363635
1132,5961,1978-01-01,Graduate,Married,42693.0,2. Lower-Middle,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,43526.0,37,2014,1,57,10,0,5.7
1133,2975,1976-01-01,Graduate,Married,85606.0,4. Upper,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,46179.5,39,2012,1,1956,27,1,72.44444444444444
1134,2894,1985-01-01,Graduate,Single,72903.0,4. Upper,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,37740.0,30,2013,0,2013,25,4,80.52
1135,7613,1974-01-01,Undergraduate,Married,49669.0,2. Lower-Middle,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,45894.0,41,2014,1,326,20,0,16.3
1136,10542,1968-01-01,Postgraduate,Married,36778.0,2. Lower-Middle,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,42564.0,47,2012,2,77,18,0,4.277777777777778
1137,8015,1962-01-01,Postgraduate,Single,85696.0,4. Upper,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,53645.0,53,2013,0,1313,21,1,62.523809523809526
1138,10617,1989-01-01,Postgraduate,Single,10979.0,1. Lower,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,10979.0,26,2014,0,30,13,0,2.3076923076923075
1139,11166,1961-01-01,Graduate,Married,49678.0,2. Lower-Middle,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,57091.0,54,2013,1,315,21,0,15.0
1140,849,1953-01-01,Postgraduate,Married,56129.0,3. Upper-Middle,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,59354.0,62,2013,1,660,26,0,25.384615384615383
1141,523,1989-01-01,Graduate,Married,37155.0,2. Lower-Middle,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,34541.5,26,2013,1,74,12,0,6.166666666666667
1142,4066,1978-01-01,Undergraduate,Single,21282.0,1. Lower,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,36975.0,37,2014,1,46,13,0,3.5384615384615383
1143,8414,1962-01-01,Postgraduate,Single,33419.0,1. Lower,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,53645.0,53,2013,1,86,15,0,5.733333333333333
1144,819,1945-01-01,Graduate,Single,63285.0,3. Upper-Middle,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,66520.0,70,2013,0,1103,28,0,39.392857142857146
1145,4961,1974-01-01,Postgraduate,Married,21255.0,1. Lower,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,55930.5,41,2014,1,61,15,0,4.066666666666666
1146,749,1981-01-01,Graduate,Married,42162.0,2. Lower-Middle,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,42064.5,34,2013,1,145,15,2,9.666666666666666
1147,5430,1956-01-01,Graduate,Married,54450.0,3. Upper-Middle,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,54450.0,59,2012,2,684,39,0,17.53846153846154
1148,7755,1954-01-01,Postgraduate,Married,57744.0,3. Upper-Middle,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,65324.0,61,2013,1,411,24,0,17.125
1149,10525,1986-01-01,Graduate,Single,26576.0,1. Lower,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,38508.0,29,2012,1,27,13,2,2.076923076923077
1150,1453,1943-01-01,Postgraduate,Single,57513.0,3. Upper-Middle,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,53230.5,72,2013,0,1060,33,0,32.121212121212125
1151,8310,1964-01-01,Graduate,Married,68142.0,3. Upper-Middle,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,53872.0,51,2012,1,1459,30,0,48.63333333333333
1152,10710,1979-01-01,Graduate,Married,7500.0,1. Lower,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,60313.0,36,2012,1,18,12,0,1.5
1153,5031,1974-01-01,Graduate,Married,83145.0,4. Upper,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,44989.0,41,2012,0,1833,28,2,65.46428571428571
1154,2613,1960-01-01,Postgraduate,Married,54197.0,3. Upper-Middle,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,50775.0,55,2014,1,237,13,0,18.23076923076923
1155,213,1963-01-01,Postgraduate,Single,23091.0,1. Lower,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,48918.0,52,2014,2,48,17,0,2.823529411764706
1156,967,1976-01-01,Graduate,Married,46049.0,2. Lower-Middle,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,46179.5,39,2013,2,515,33,1,15.606060606060606
1157,1077,1974-01-01,Graduate,Married,56715.0,3. Upper-Middle,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,44989.0,41,2012,0,1020,19,0,53.68421052631579
1158,7959,1961-01-01,Graduate,Married,79410.0,4. Upper,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,57091.0,54,2014,0,1370,12,0,114.16666666666667
1159,640,1951-01-01,Graduate,Married,57304.0,3. Upper-Middle,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,55547.0,64,2013,1,1026,30,0,34.2
1160,4252,1965-01-01,Graduate,Married,44375.0,2. Lower-Middle,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,59594.0,50,2014,1,301,17,0,17.705882352941178
1161,8432,1956-01-01,Graduate,Married,54450.0,3. Upper-Middle,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,54450.0,59,2012,2,684,39,0,17.53846153846154
1162,6218,1965-01-01,Graduate,Married,59594.0,3. Upper-Middle,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,59594.0,50,2012,1,499,24,1,20.791666666666668
1163,6905,1994-01-01,Graduate,Married,80685.0,4. Upper,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,80685.0,21,2012,0,1004,23,0,43.65217391304348
1164,5922,1974-01-01,Postgraduate,Married,40344.0,2. Lower-Middle,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,39767.0,41,2013,1,218,19,0,11.473684210526315
1165,3598,1972-01-01,Graduate,Married,62710.0,3. Upper-Middle,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,44503.0,43,2013,1,606,26,0,23.307692307692307
1166,6116,1968-01-01,Undergraduate,Married,48985.0,2. Lower-Middle,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,48985.0,47,2013,1,75,9,0,8.333333333333334
1167,6263,1968-01-01,Graduate,Married,35322.0,2. Lower-Middle,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,53910.5,47,2012,3,106,17,0,6.235294117647059
1168,10486,1948-01-01,Graduate,Married,77142.0,4. Upper,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,73904.0,67,2013,0,990,19,0,52.10526315789474
1169,2410,1969-01-01,Graduate,Single,81657.0,4. Upper,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,53289.0,46,2014,0,1097,17,0,64.52941176470588
1170,193,1996-01-01,Undergraduate,Married,14421.0,1. Lower,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,14421.0,19,2014,0,16,9,1,1.7777777777777777
1171,3363,1974-01-01,Undergraduate,Married,20130.0,1. Lower,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,45894.0,41,2014,0,34,13,0,2.6153846153846154
1172,8278,1990-01-01,Postgraduate,Married,74214.0,4. Upper,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,74214.0,25,2012,0,1711,21,0,81.47619047619048
1173,10660,1957-01-01,Postgraduate,Married,66726.0,3. Upper-Middle,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,66636.0,58,2014,2,438,24,1,18.25
1174,8686,1979-01-01,Undergraduate,Married,23724.0,1. Lower,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,21959.0,36,2013,1,75,15,0,5.0
1175,1604,1960-01-01,Postgraduate,Married,47353.0,2. Lower-Middle,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,50775.0,55,2013,1,225,18,0,12.5
1176,5907,1952-01-01,Postgraduate,Married,33444.0,1. Lower,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,49863.5,63,2012,2,18,12,0,1.5
1177,10669,1981-01-01,Graduate,Married,54386.0,3. Upper-Middle,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,42064.5,34,2013,1,470,20,0,23.5
1178,2918,1981-01-01,Graduate,Single,28510.0,1. Lower,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,42064.5,34,2013,2,91,14,0,6.5
1179,5735,1991-01-01,Postgraduate,Single,90638.0,4. Upper,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,90638.0,24,2014,0,2525,19,1,132.89473684210526
1180,359,1950-01-01,Graduate,Married,48070.0,2. Lower-Middle,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,48070.0,65,2013,1,504,26,0,19.384615384615383
1181,8387,1957-01-01,Graduate,Married,43140.0,2. Lower-Middle,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,50388.0,58,2013,1,235,17,0,13.823529411764707
1182,1829,1961-01-01,Postgraduate,Single,54959.0,3. Upper-Middle,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,63342.0,54,2013,1,1232,28,2,44.0
1183,3839,1958-01-01,Undergraduate,Single,15056.0,1. Lower,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,15056.0,57,2013,2,88,17,0,5.176470588235294
1184,9392,1971-01-01,Graduate,Single,26954.0,1. Lower,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,42075.5,44,2014,1,17,11,0,1.5454545454545454
1185,2292,1985-01-01,Graduate,Single,22327.0,1. Lower,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,37740.0,30,2013,1,24,10,0,2.4
1186,10466,1965-01-01,Graduate,Married,44393.0,2. Lower-Middle,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,59594.0,50,2013,2,60,11,0,5.454545454545454
1187,9855,1952-01-01,Postgraduate,Single,62000.0,3. Upper-Middle,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,61505.0,63,2013,1,1020,30,1,34.0
1188,4088,1962-01-01,Postgraduate,Married,31497.0,1. Lower,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,53645.0,53,2012,1,155,18,0,8.61111111111111
1189,5231,1974-01-01,Undergraduate,Married,45894.0,2. Lower-Middle,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,45894.0,41,2014,2,51,10,0,5.1
1190,590,1970-01-01,Postgraduate,Single,78579.0,4. Upper,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,50042.0,45,2012,0,1812,19,1,95.36842105263158
1191,8732,1969-01-01,Postgraduate,Single,67369.0,3. Upper-Middle,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,44121.5,46,2012,1,1461,29,3,50.37931034482759
1192,2315,1960-01-01,Graduate,Single,58401.0,3. Upper-Middle,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,55026.0,55,2014,1,96,10,0,9.6
1193,3515,1952-01-01,Graduate,Single,62307.0,3. Upper-Middle,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,61823.0,63,2014,1,160,14,0,11.428571428571429
1194,2245,1969-01-01,Postgraduate,Married,43641.0,2. Lower-Middle,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,44121.5,46,2013,2,139,16,0,8.6875
1195,6283,1968-01-01,Postgraduate,Single,63841.0,3. Upper-Middle,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,41335.0,47,2013,1,908,28,0,32.42857142857143
1196,2246,1965-01-01,Undergraduate,Married,46891.0,2. Lower-Middle,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,67550.0,50,2013,1,183,12,0,15.25
1197,6606,1969-01-01,Postgraduate,Married,70091.0,4. Upper,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,44121.5,46,2013,1,1161,27,1,43.0
1198,5545,1972-01-01,Postgraduate,Married,78075.0,4. Upper,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,56175.5,43,2014,0,988,15,0,65.86666666666666
1199,7342,1961-01-01,Undergraduate,Single,59184.0,3. Upper-Middle,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,59184.0,54,2012,1,1072,32,0,33.5
1200,837,1977-01-01,Graduate,Married,54809.0,3. Upper-Middle,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,42014.0,38,2013,2,174,16,0,10.875
1201,9500,1959-01-01,Graduate,Married,58113.0,3. Upper-Middle,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,59646.5,56,2013,1,758,29,0,26.137931034482758
1202,3602,1958-01-01,Postgraduate,Married,51412.0,3. Upper-Middle,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,50492.0,57,2013,1,195,15,0,13.0
1203,234,1979-01-01,Graduate,Single,15287.0,1. Lower,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,60313.0,36,2012,1,31,13,2,2.3846153846153846
1204,2995,1957-01-01,Postgraduate,Married,66636.0,3. Upper-Middle,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,66636.0,58,2013,0,1084,18,0,60.22222222222222
1205,1118,1956-01-01,Postgraduate,Married,50965.0,2. Lower-Middle,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,55249.0,59,2013,1,685,30,1,22.833333333333332
1206,7789,1965-01-01,Postgraduate,Married,84618.0,4. Upper,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,57236.0,50,2013,0,1672,28,1,59.714285714285715
1207,3068,1990-01-01,Graduate,Married,18351.0,1. Lower,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,28094.0,25,2013,0,43,13,0,3.3076923076923075
1208,8955,1957-01-01,Postgraduate,Married,40451.0,2. Lower-Middle,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,41437.0,58,2014,2,49,10,1,4.9
1209,945,1965-01-01,Graduate,Married,36317.0,2. Lower-Middle,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,59594.0,50,2013,1,133,16,0,8.3125
1210,5644,1957-01-01,Graduate,Married,42213.0,2. Lower-Middle,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,50388.0,58,2013,1,363,22,1,16.5
1211,7192,1955-01-01,Graduate,Married,65748.0,3. Upper-Middle,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59925.0,60,2013,1,545,19,0,28.68421052631579
1212,2324,1972-01-01,Graduate,Married,77044.0,4. Upper,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,44503.0,43,2013,1,1065,35,1,30.428571428571427
1213,697,1969-01-01,Graduate,Married,74918.0,4. Upper,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,53289.0,46,2013,0,2047,24,1,85.29166666666667
1214,3439,1972-01-01,Graduate,Married,56721.0,3. Upper-Middle,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,44503.0,43,2012,2,296,21,0,14.095238095238095
1215,1506,1975-01-01,Graduate,Single,42160.0,2. Lower-Middle,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,56243.0,40,2013,2,140,17,1,8.235294117647058
1216,232,1965-01-01,Graduate,Single,61559.0,3. Upper-Middle,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,59594.0,50,2013,1,530,20,0,26.5
1217,8876,1963-01-01,Postgraduate,Married,33629.0,1. Lower,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,48918.0,52,2012,2,152,22,0,6.909090909090909
1218,4500,1991-01-01,Postgraduate,Married,68682.0,4. Upper,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,68682.0,24,2013,0,1598,26,0,61.46153846153846
1219,9739,1963-01-01,Graduate,Single,34377.0,1. Lower,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,52425.5,52,2013,1,114,15,0,7.6
1220,10395,1986-01-01,Undergraduate,Single,8940.0,1. Lower,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,17665.5,29,2012,1,101,18,0,5.611111111111111
1221,1176,1973-01-01,Graduate,Married,26228.0,1. Lower,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,50121.0,42,2013,1,25,12,0,2.0833333333333335
1222,1627,1957-01-01,Undergraduate,Single,77297.0,4. Upper,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,79822.0,58,2013,0,789,26,1,30.346153846153847
1223,938,1981-01-01,Graduate,Married,40211.0,2. Lower-Middle,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,42064.5,34,2013,2,87,15,1,5.8
